SectionID,CourseName
180586,Structural Dynamics Standard semester 2 2016 [180586] - Structural Dynamics[CIVL5501]
180588,Data Driven Decision Making Trimester 1 (MBA) 2016 [180588] - Data Driven Decision Making[MGMT5513]
180592,Strategic Management Trimester 1 (MBA) 2016 [180592] - Strategic Management[MGMT5700]
180602,Managerial Finance Trimester 1 (MBA) 2016 [180602] - Managerial Finance[FINA5530]
180611,Strategic Management Trimester 2 (MBA) 2016 [180611] - Strategic Management[MGMT5700]
180621,Managerial Finance Trimester 2 (MBA) 2016 [180621] - Managerial Finance[FINA5530]
180625,Economic Management and Strategy Trimester 2 (MBA) 2016 [180625] - Economic Management and Strategy[ECON5503]
180627,Small Business Management Trimester 2 (MBA) 2016 [180627] - Small Business Management[MGMT5601]
180628,Data Driven Decision Making Trimester 3 (MBA) 2016 [180628] - Data Driven Decision Making[MGMT5513]
180632,Organisational Behaviour Trimester 3 (MBA) 2016 [180632] - Organisational Behaviour[MGMT5501]
180635,Strategic Management Trimester 3 (MBA) 2016 [180635] - Strategic Management[MGMT5700]
180645,Managerial Finance Trimester 3 (MBA) 2016 [180645] - Managerial Finance[FINA5530]
180647,Accounting Trimester 3 (MBA) 2016 [180647] - Accounting[ACCT5602]
180951,International Field Work in Geography Standard semester 1 2016 [180951] - International Field Work in Geography[GEOG2204]
180952,Mineral Resources Standard semester 1 2016 [180952] - Mineral Resources[EART3351]
180971,Language and Communication Standard semester 1 2016 [180971] - Language and Communication[LING1001]
180973,Language as a Cognitive System Standard semester 2 2016 [180973] - Language as a Cognitive System[LING1002]
180982,Geographies of Global Cities Standard semester 1 2016 [180982] - Geographies of Global Cities[GEOG1101]
180983,Globalisation, Environment and Development Standard semester 2 2016 [180983] - Globalisation, Environment and Development[GEOG1102]
180985,Geographic Information Systems Standard semester 1 2016 [180985] - Geographic Information Systems[GEOG2201]
180986,Geographies of Economic Development Standard semester 1 2016 [180986] - Geographies of Economic Development[GEOG2205]
180987,Social Geography and Planning Standard semester 2 2016 [180987] - Social Geography and Planning[GEOG2206]
180988,Geographic, Environment and Planning Fieldwork Standard semester 2 2016 [180988] - Geographic, Environment and Planning Fieldwork[GEOG3302]
180989,Environmental Change Standard semester 2 2016 [180989] - Environmental Change[GEOG3304]
180991,Regional Development and Planning Standard semester 2 2016 [180991] - Regional Development and Planning[GEOG3306]
180992,Coastal Environments Standard semester 1 2016 [180992] - Coastal Environments[GEOG3307]
180993,Great Moments in Art Standard semester 1 2016 [180993] - Great Moments in Art[HART1000]
180994,Art, Technology and Society Standard semester 2 2016 [180994] - Art, Technology and Society[HART1001]
180995,Contemporary Art Standard semester 2 2016 [180995] - Contemporary Art[HART2222]
180996,Modernism and the Visual Arts Standard semester 1 2016 [180996] - Modernism and the Visual Arts[HART2223]
180999,Art Theory Standard semester 2 2016 [180999] - Art Theory[HART3330]
181002,Foundations in Heritage Management Standard semester 1 2016 [181002] - Foundations in Heritage Management [HERI5102]
181009,Surface Mining Standard semester 1 2016 [181009] - Surface Mining[MINE4503]
181027,Innovation and Contemporary Issues in Health Professions Education Standard semester 2 2016 [181027] - Innovation and Contemporary Issues in Health Professions Education[IMED5805]
181029,The Arthurian Legend Standard semester 2 2016 [181029] - The Arthurian Legend[ENGL3003]
181032,Biostatistics II Standard semester 2 2016 [181032] - Biostatistics II[PUBH5769]
181180,Organisational Development and Work Design Standard semester 2 2016 [181180] - Organisational Development and Work Design[PSYC5515]
181188,Evidence Standard semester 1 2016 [181188] - Evidence[LAWS3310]
181189,Procedure Part 1 Standard semester 1 2016 [181189] - Procedure Part 1[LAWS4021]
181190,Procedure Part 2 Standard semester 2 2016 [181190] - Procedure Part 2[LAWS4022]
181191,Legislation in Practice CRAWLEY SEM-1 2016 - Legislation in Practice
181196,Interpreting Standard semester 2 2016 [181196] - Interpreting[TRNS5006]
181202,Field Techniques in Marine Science Standard semester 1 2016 [181202] - Field Techniques in Marine Science[SCIE3304]
181204,Evaluation Semester 1 2016 [181204] - Evaluation [SOCS5501]
181228,Advanced Reaction Engineering and Catalysts Standard semester 1 2016 [181228] - Advanced Reaction Engineering and Catalysts[CHPR5501]
181231,Applied Professional Business Communications Standard semester 1 2016 [181231] - Applied Professional Business Communications[MGMT5610]
181232,Applied Professional Business Communications Standard semester 2 2016 [181232] - Applied Professional Business Communications[MGMT5610]
181274,Honours Research Project in Geography, Environment and Planning Part 1 Standard semester 1 2016 [181274] - Honours Research Project in Geography, Environment and Planning Part 1[GEOG4011]
181275,Honours Research Project in Geography, Environment and Planning Part 1 Standard semester 2 2016 [181275] - Honours Research Project in Geography, Environment and Planning Part 1[GEOG4011]
181301,Botany Research Dissertation Part 1 Standard semester 1 2016 [181301] - Botany Research Dissertation Part 1[PLNT4501]
181302,Botany Research Dissertation Part 1 Standard semester 2 2016 [181302] - Botany Research Dissertation Part 1[PLNT4501]
181314,Research Design and Resourcing Standard semester 1 2016 [181314] - Research Design and Resourcing [SOCS5003]
181316,Social Research Ethics Standard semester 1 2016 [181316] - Social Research Ethics [SOCS5005]
181362,Academic English Bridging Course: Part 1 CELT Bridging Course Period 1 2016 [181362] - Academic English Bridging Course: Part 1[CELT1111]
181363,Academic English Bridging Course: Part 1 CELT Bridging Course Period 3 2016 [181363] - Academic English Bridging Course: Part 1[CELT1111]
181364,Academic English Bridging Course: Part 2 CELT Bridging Course Period 4 2016 [181364] - Academic English Bridging Course: Part 2[CELT1112]
181365,Academic English Summer Bridging Course: Part 2 CELT Summer Bridging Course Period 5 2016 [181365] - Academic English Summer Bridging Course: Part 2[CELT1113]
181366,Academic English Bridging Course: Part 2 CELT Bridging Course Period 2 2016 [181366] - Academic English Bridging Course: Part 2[CELT1112]
181383,Italian Renaissance Art and Architecture Standard semester 2 2016 [181383] - Italian Renaissance Art and Architecture[HART2275]
181427,Pharmacology for Podiatrists Standard semester 2 2016 [181427] - Pharmacology for Podiatrists[PODI4207]
181437,Mental Wellbeing for Today's World Standard semester 2 2016 [181437] - Mental Well-Being for Today's World[IMED2200]
181439,Health Systems and Policy Standard semester 1 2016 [181439] - Health Systems and Policy[PUBH3307]
181442,Occupational Health, Safety and Wellbeing Standard semester 2 2016 [181442] - Occupational Health, Safety and Wellbeing[PSYC5830]
181444,Developmental Origins of Health and Disease Standard semester 1 2016 [181444] - Developmental Origins of Health and Disease
181446,Neuroendocrinology Standard semester 2 2016 [181446] - Neuroendocrinology[APHB5503]
181447,Neuroendocrinology Standard semester 1 2016 [181447] - Neuroendocrinology[APHB5503]
181448,Advanced Studies in Physiology Standard semester 1 2016 [181448] - Advanced Studies in Physiology[APHB5505]
181461,Language, Culture and Society Standard semester 2 2016 [181461] - Language, Culture and Society[LING2003]
181466,Social Issues in Contemporary China Standard semester 1 2016 [181466] - Social Issues in Contemporary China[ASIA3003]
181467,Case Studies in Communication Standard semester 2 2016 [181467] - Case Studies in Communication[COMM3001]
181482,Conservation, Development and Sustainability Standard semester 1 2016 [181482] - Conservation, Development and Sustainability[SOCS5502]
181491,Modern Research Tools in Neuroscience Standard semester 2 2016 [181491] - Modern Research Tools in Neuroscience[NEUR4010]
181507,Aboriginal Encounters: Strangers in our Backyard Standard semester 2 2016 [181507] - Aboriginal Encounters: Strangers in our Backyard [INDG1150]
181510,Men and Masculinities In History Standard semester 2 2016 [181510] - Men and Masculinities In History[GEND2902]
181517,Environmental Law Standard semester 2 2016 [181517] - Environmental Law[LAWS3302]
181519,Sex, Bodies and Spaces Standard semester 1 2016 [181519] - Sex, Bodies and Spaces[GEND2901]
181523,Elective Study 2 Standard semester 2 2016 [181523] - Elective Study 2 [AUST0072]
181526,Indigenous Peoples and the Law Standard semester 2 2016 [181526] - Indigenous Peoples and the Law[LAWS6700]
181528,Indigenous Peoples and the Law Standard semester 2 2016 [181528] - Indigenous Peoples and the Law[LAWS5534]
181530,Geographic Information Systems Applications Trimester 1 (MBA) 2016 [181530] - Geographic Information Systems Applications [ENVT4411]
181538,Quantitative Methods for Business and Economics Standard semester 1 2016 [181538] - Quantitative Methods for Business and Economics[ECON1111]
181539,Quantitative Methods for Business and Economics Standard semester 2 2016 [181539] - Quantitative Methods for Business and Economics[ECON1111]
181542,Civil Hydraulics Standard semester 1 2016 [181542] - Civil Hydraulics[CIVL4402]
181543,Advanced Thermodynamics Standard semester 1 2016 [181543] - Advanced Thermodynamics[CHPR4404]
181544,Gas Processing 1 - Flow Assurance and Gathering Standard semester 1 2016 [181544] - Gas Processing 1 - Flow Assurance and Gathering[CHPR5521]
181545,Art of the Counter-Reformation Standard semester 1 2016 [181545] - Art of the Counter-Reformation[HART2207]
181550,Indigenous People and Global Issues Standard semester 1 2016 [181550] - Indigenous People and the World[INDG3400]
181553,Construction Standard semester 2 2016 [181553] - Construction [ARCT3030]
181554,The Art of Manet and His Circle Standard semester 2 2016 [181554] - The Art of Manet and His Circle[HART3301]
181555,Michelangelo Standard semester 2 2016 [181555] - Michelangelo[HART3302]
181556,The Shifting Subject: Portraiture in Nineteenth-Century Europe Standard semester 1 2016 [181556] - The Shifting Subject: Portraiture in Nineteenth-Century Europe[HART3333]
181557,The Dutch Golden Age and the Art of Exploration Standard semester 1 2016 [181557] - The Dutch Golden Age and the Art of Exploration[HART3361]
181558,Gender and the Law Standard semester 2 2016 [181558] - Gender and the Law[LAWS3330]
181562,Human Organs and Systems Standard semester 2 2016 [181562] - Human Organs and Systems[ANHB2214]
181563,Introduction to Museum and Curatorial Studies Standard semester 2 2016 [181563] - Introduction to Museum and Curatorial Studies[HART2274]
181567,Management Accounting: Issues and Perspectives Standard semester 2 2016 [181567] - Management Accounting: Issues and Perspectives[ACCT4440]
181572,Game Theory and Strategic Thinking Standard semester 1 2016 [181572] - Game Theory and Strategic Thinking[ECON3301]
181576,Managing Organisational Change Standard semester 1 2016 [181576] - Managing Organisational Change[MGMT3346]
181577,Marketing and Society Standard semester 1 2016 [181577] - Marketing and Society[MKTG5505]
181578,Advanced Corporate Financial Accounting Standard semester 2 2016 [181578] - Advanced Corporate Financial Accounting[ACCT5521]
181579,Advanced Quantitative Economics Standard semester 2 2016 [181579] - Advanced Quantitative Economics[ECON4504]
181580,International Financial Analysis Standard semester 2 2016 [181580] - International Financial Analysis[FINA5631]
181581,Leadership and Performance Standard semester 2 2016 [181581] - Leadership and Performance[MGMT3302]
181582,Client Management Standard semester 2 2016 [181582] - Client Management[MKTG5578]
181586,Microeconomics: Policy and Applications Standard semester 2 2016 [181586] - Microeconomics: Policy and Applications[ECON2233]
181587,Corporate Finance Standard semester 2 2016 [181587] - Corporate Finance[FINA5635]
181588,Demonstrating Social Impact Trimester 2 (MBA) 2016 [181588] - Demonstrating Social Impact[MGMT5514]
181589,Social Investment and Philanthropy Trimester 3 (MBA) 2016 [181589] - Social Investment and Philanthropy[MGMT5518]
181590,Legal Principles for Management Trimester 3 (MBA) 2016 [181590] - Legal Principles for Management[MGMT5520]
181594,Negotiation Behaviour Trimester 1 (MBA) 2016 [181594] - Negotiation Behaviour[MGMT5647]
181595,Business Research: Principles and Processes Trimester 1 (MBA) 2016 [181595] - Business Research: Principles and Processes[MGMT6791]
181596,Quantitative Methods in Business Research Trimester 2 (MBA) 2016 [181596] - Quantitative Methods in Business Research[MGMT6792]
181597,Qualitative Methods in Business Research Trimester 3 (MBA) 2016 [181597] - Qualitative Methods in Business Research[MGMT6793]
181600,German Studies 1 Standard semester 1 2016 [181600] - German Studies 1[GRMN1401]
181601,German Studies 1 Standard semester 2 2016 [181601] - German Studies 1[GRMN1401]
181602,The Economics of Financial Markets Standard semester 1 2016 [181602] - The Economics of Financial Markets[ECON5506]
181604,Quantitative Methods in Finance Standard semester 1 2016 [181604] - Quantitative Methods in Finance[FINA5521]
181605,Financial Statement Analysis and Business Valuation Standard semester 1 2016 [181605] - Financial Statement Analysis and Business Valuation[FINA5523]
181606,Financial Statement Analysis and Business Valuation Standard semester 2 2016 [181606] - Financial Statement Analysis and Business Valuation[FINA5523]
181607,The Economics of Financial Markets Standard semester 2 2016 [181607] - The Economics of Financial Markets[ECON5506]
181608,Quantitative Methods in Finance Standard semester 2 2016 [181608] - Quantitative Methods in Finance[FINA5521]
181620,Private Wealth Management and Venture Capital Standard semester 1 2016 [181620] - Private Wealth Management and Venture Capital[FINA5527]
181622,Accounting Trimester 1 (MBA) 2016 [181622] - Accounting[ACCT5602]
181623,Accounting for Planning and Control Standard semester 2 2016 [181623] - Accounting for Planning and Control[ACCT5633]
181624,Economic Management and Strategy Trimester 1 (MBA) 2016 [181624] - Economic Management and Strategy[ECON5503]
181626,Organisational Behaviour Trimester 1 (MBA) 2016 [181626] - Organisational Behaviour[MGMT5501]
181627,Organisational Behaviour Trimester 2 (MBA) 2016 [181627] - Organisational Behaviour[MGMT5501]
181628,Data Driven Decision Making Trimester 2 (MBA) 2016 [181628] - Data Driven Decision Making[MGMT5513]
181630,Marketing Principles Trimester 2 (MBA) 2016 [181630] - Marketing Principles[MKTG5550]
181632,Ubiquitous Computing Standard semester 2 2016 [181632] - Ubiquitous Computing[CITS5506]
181639,Refugees, Human Rights, Violence and Fear Standard semester 1 2016 [181639] - Refugees, Human Rights, Violence and Fear[ANTH2801]
181641,Architectural Design 5a Standard semester 1 2016 [181641] - Architectural Design 5a[ARCT5001]
181642,Architectural Design 5a Standard semester 2 2016 [181642] - Architectural Design 5a[ARCT5001]
181643,Practical building conservation - Developed Research Project on a Building Construction System Standard semester 1 2016 [181643] - Practical building conservation - Developed Research Project on a Building Construction System[ARCT5509]
181647,Archaeology of Indigenous Australia Standard semester 2 2016 [181647] - Archaeology of Indigenous Australia[ARCY3005]
181649,From 'Glorious Revolution' to Industrial Revolution: Making Britain, 1688-1888 Standard semester 1 2016 [181649] - From 'Glorious Revolution' to Industrial Revolution: Making Britain 1688-1888[HIST2011]
181651,The European Individual Standard semester 1 2016 [181651] - The European Individual[EURO3301]
181652,Topics in Global History Standard semester 2 2016 [181652] - Topics in Global History[HIST4104]
181656,Clinical Laboratory Skills 2 Standard semester 2 2016 [181656] - Clinical Laboratory Skills 2 [PATH5514]
181658,Saving the World: Social Movements and the Politics of Change Standard semester 1 2016 [181658] - Saving the World: Social Movements and the Politics of Change[POLS3335]
181667,Introduction to Intellectual Property Standard semester 1 2016 [181667] - Introduction to Intellectual Property[LAWS3338]
181669,Conflict of Laws Standard semester 1 2016 [181669] - Conflict of Laws[LAWS3340]
181674,Risk Management and Financial Instruments Standard semester 2 2016 [181674] - Risk Management and Financial Instruments[FINA5520]
181675,Private Wealth Management and Venture Capital Standard semester 2 2016 [181675] - Private Wealth Management and Venture Capital[FINA5527]
181676,Islam and World Politics Standard semester 2 2016 [181676] - Islam and World Politics[POLS3324]
181689,Microstructure of Financial Markets Standard semester 2 2016 [181689] - Microstructure of Financial Markets[FINA4401]
181690,Capital Markets Research Standard semester 1 2016 [181690] - Capital Markets Research[FINA4491]
181712,Particle Mechanics and Solids Handling Standard semester 1 2016 [181712] - Particle Mechanics and Solids Handling[CHPR4405]
181713,Dynamics, Vibration and Sound Standard semester 1 2016 [181713] - Dynamics, Vibration and Sound[MECH4426]
181714,Reaction Engineering Standard semester 2 2016 [181714] - Reaction Engineering[CHPR4406]
181715,Renewable Energy Standard semester 2 2016 [181715] - Renewable Energy[GENG5506]
181724,Advanced Techniques in Molecular Sciences Standard semester 1 2016 [181724] - Advanced Techniques in Molecular Sciences[MSCI4006]
181733,Eyewitness to the Past: Photography and History Standard semester 1 2016 [174588] - Eyewitness to the Past: Photography and History[HIST3016]
181734,Legal Internship Standard semester 2 2016 [181734] - Special Unit: Legal Internship[LAWS5174]
181736,Reading Bodies Standard semester 1 2016 [181736] - Reading Bodies[ENGL1902]
181737,Project Management Trimester 2 (MBA) 2016 [181737] - Project Management[MGMT5665]
181752,Social Thought Standard semester 1 2016 [181752] - Development of Social Thought[ANTH2001]
181754,Society, Law and Politics Standard semester 2 2016 [181754] - Legal Anthropology[ANTH2406]
181756,Australian Society Standard semester 1 2016 [181756] - Australian Society, Facts and Fantasies[ANTH2407]
181757,Aboriginal Art Standard semester 2 2016 [181757] - Australian Aboriginal Art and Society[ANTH2902]
181758,Advanced Qualitative Methods: Ethnography Standard semester 2 2016 [181758] - Doing Ethnography[ANTH3001]
181760,Contemporary Social Thought Standard semester 2 2016 [181760] - Advanced Social Theory[ANTH3402]
181762,Mind, Body, Culture Standard semester 1 2016 [181762] - Mind, Body, Culture[ANTH3501]
181767,Environment, Landscape and Place Standard semester 2 2016 [181767] - Environmental Anthropology [ANTH3701]
181773,Media Production Project Standard semester 2 2016 [181773] - Communication Studies Project[COMM3002]
181784,Fact and Fabrication: the Revelations of Literature Standard semester 1 2016 [181784] - Making Form/ Breaking Form: Literature Production and Genre[ENGL1002]
181785,Page and Screen: Fiction in the Digital Age Standard semester 1 2016 [181785] - Meaning and Medium[ENGL1401]
181792,Contemporary European Culture in Historical Perspective Standard semester 1 2016 [181792] - Europe Now: Cultures and Identities[EURO1101]
181793,Civilisation and Barbarism in European Cultural History Standard semester 1 2016 [181793] - European Civilisation[EURO2201]
181794,Utopia, Imagination and Modernity in European Culture Standard semester 1 2016 [181794] - Utopias, Imagination and Modernity in European Culture[EURO2209]
181825,Logic: How to Defeat Your Foes with Reasoning Standard semester 2 2016 [181825] - Logic[PHIL2002]
181826,Exploring the Nature of Science Standard semester 1 2016 [181826] - Philosophy of Science[PHIL2005]
181827,Australian Politics: Institutions, Campaigning and Spin Standard semester 1 2016 [181827] - Constitutional Politics: Australia in Comparative Perspective[POLS2202]
181852,Art and Games: from Dada to Data Standard semester 1 2016 [181852] - Art and Games: from Dada to Data[HART3310]
181867,Teaching Contexts Standard semester 2 2016 [181867] - Relationships and Learning Management[EDUC5546]
181869,Applied Econometrics and Research Methods Standard semester 1 2016 [181869] - Basic Econometrics for Research[ECON4401]
181872,Models for Logistics, Operations and Services Standard semester 1 2016 [181872] - Computer Modelling Applications for Business[INMT5518]
181873,Health Leadership Standard semester 2 2016 [181873] - Health Industry Leadership[PUBH3301]
181877,Systems Programming Standard semester 2 2016 [181877] - Programming and Systems[CITS2002]
182004,Innovation and Startup Practice Standard semester 1 2016 [182004] - Innovation and Startup Practice[BUSN3020]
182060,Coastal Conservation and Management Standard semester 1 2016 [182060] - Coastal Conservation and Management[ENVT3306]
182072,Psychological Research Communication Skills Standard semester 2 2016 [182072] - Psychological Research and Communication Skills[PSYC4410]
182078,Science, Society and Communication Standard semester 1 2016 [182078] - Science, Society and Communication[SCIE1103]
182122,World Politics: Muslims in the West Teaching period TS-U-5A 2016 [182122] - Identities in Global Politics B: Muslim Identities in the West[POLS5612]
182123,International Political Economy Teaching period TS-U-5A Arts - Political Science 2016 [182123] - States and International Political Economy A: Global Change[POLS5651]
182124,Peace and Security in Africa Teaching period TS-U-5A Arts - Political Science 2016 [182124] - Peace and Security in Africa[POLS5671]
182128,The Business of Sustainable Heritage Teaching period TS-U-6A Arts - Social Sciences 2016 [182128] - The Business of Sustainable Heritage[HERI5103]
182129,Governance in the International System Teaching period TS-U-7 Arts - Social Sciences 2016 [182129] - Governance in the International System[POLS5681]
182131,NGOs, Governance and Development Teaching period TS-U-7 Arts - Social Sciences 2016 [182131] - NGOs, Governance and Development[SOCS5010]
182135,Aboriginal Health Teaching period TS-Y-10 2016 [182135] - Aboriginal Health[AHEA5755]
182143,Fundamentals of Genetic Epidemiology Teaching period TS-Y-5 2016 [182143] - Fundamentals of Genetic Epidemiology[PUBH5742]
182147,Introductory Analysis of Linked Health Data Teaching period TS-Y-9 2016 [182147] - Introductory Analysis of Linked Health Data[PUBH5785]
182178,Leading Assessment and Accountability CRAWLEY TS-A-1D 2016 [182178] - Leading Assessment and Accountability [EDUC5643]
182187,Education Studies Leading for Place and Belonging TS-A-3C-2016 [182187] - Education Studies Leading for Place and Belonging
182192,Professional Practice II Teaching period TS-A-4C 2016 [182192] - Professional Practice II[EDUC5482]
182195,Anatomy and Physiology for Dentistry Teaching period TS-B-1 2016 [182195] - Anatomy and Physiology for Dentistry[DENT4102]
182196,Introduction to Clinical Dentistry Teaching period TS-B-1 2016 [182196] - Introduction to Clinical Dentistry[DENT4103]
182197,Introduction to Research and Preventive Dentistry Teaching period TS-B-1 2016 [182197] - Introduction to Research and Preventive Dentistry[DENT4104]
182198,Endodontics and Fixed Prosthodontics Teaching period TS-B-1 2016 [182198] - Endodontics and Fixed Prosthodontics[DENT4201]
182199,Immunology, Pathology and Periodontics Teaching period TS-B-1 2016 [182199] - Immunology, Pathology and Periodontics[DENT4202]
182200,Child and Adolescent Oral Health 1 Teaching period TS-B-1 2016 [182200] - Child and Adolescent Oral Health 1[DENT4203]
182201,Microbiology, Oral Pathology and Oral Medicine Teaching period TS-B-1 2016 [182201] - Microbiology, Oral Pathology and Temporomandibular Disorders[DENT5301]
182202,Research Design, Statistics and Dental Public Health Teaching period TS-B-1 2016 [182202] - Research, Dental Public Health and Oral Implantology[DENT5302]
182203,Complex Oral Rehabilitation 1 Teaching period TS-B-1 2016 [182203] - Complex Oral Rehabilitation 1[DENT5303]
182204,Research and Professional Development 1 Group B period 2 2016 [182204] - Research and Professional Development 1[DENT5401]
182205,Integrated Dental Practice 1 Group B period 2 2016 [182205] - Integrated Dental Practice 1[DENT5402]
182215,Foundations of Medical Practice Teaching period TS-C-1 2016 [182215] - Foundations of Medical Practice[IMED4111]
182224,Introduction to Cariology Teaching period TS-C-2 2016 [182224] - Introduction to Cariology[DENT4105]
182226,Introduction to Pain Control Teaching period TS-C-2 2016 [182226] - Introduction to Pain Control[DENT4107]
182230,Child and Adolescent Oral Health 2 Teaching period TS-C-2 2016 [182230] - Child and Adolescent Oral Health 2[DENT4207]
182231,Exodontics and General Medicine Teaching period TS-C-2 2016 [182231] - Exodontics and General Medicine[DENT4208]
182232,Special Needs Dentistry and Orofacial Pain Teaching period TS-C-2 2016 [182232] - Special Needs Dentistry and Orofacial Pain[DENT5305]
182233,Introduction to Dental Practice, Maxillofacial Infections and Trauma Teaching period TS-C-2 2016 [182233] - Introduction to Dental Practice, Maxillofacial Infections and Trauma[DENT5306]
182234,Complex Oral Rehabilitation 2 Teaching period TS-C-2 2016 [182234] - Complex Oral Rehabilitation 2[DENT5307]
182235,Child and Adolescent Comprehensive Oral Care 2 and Research Teaching period TS-C-2 2016 [182235] - Child and Adolescent Comprehensive Oral Care 2 and Research[DENT5308]
182236,Systems-based Learning 1 Teaching period TS-C-2 2016 [182236] - Systems Based Learning 1[IMED4121]
182253,Government Accountability - Law and Practice Teaching period TS-D-1A Law - Faculty 2016 [182253] - Government Accountability - Law and Practice [LAWS3378]
182255,Working with China: Business in a Socio-legal Context Teaching period TS-D-1B Law - Faculty 2016 [182255] - Working with China: Business in a Socio-legal Context[LAWS5210]
182256,Employment Law Teaching period TS-D-1C Law - Faculty 2016 [182256] - Employment Law[LAWS3360]
182259,Intellectual Property and China's Innovation-based Economy Teaching period TS-D-1D 2016 [182259] - Intellectual Property and China's Innovation-based Economy[LAWS5211]
182260,Foundations of Law and Governance Teaching period TS-D-1E 2016 [182260] - Foundations of Law and Governance[LAWS5227]
182261,Foundations of International Commercial Law Teaching period TS-D-1F 2016 [182261] - Foundations of International Commercial Law[LAWS5250]
182265,International Sales Law Teaching period TS-D-2A 2016 [182265] - International Sales Law[LAWS5251]
182276,Corporate Governance for Resources Companies Teaching period TS-D-3C Law - Faculty 2016 [182276] - Corporate Governance for Resources Companies [LAWS5111]
182277,Public Policy Teaching period TS-D-3D Law - Faculty 2016 [182277] - Public Policy[LAWS5214]
182283,Environmental Protection Law Teaching period TS-D-4A Law - Faculty 2016 [182283] - Environmental Protection Law [LAWS5540]
182285,Forensic Advocacy Teaching period TS-D-4B Law - Faculty 2016 [182285] - Forensic Advocacy[LAWS3366]
182288,International Commercial Arbitration Teaching period TS-D-4D 2016 [182288] - International Commercial Arbitration[LAWS3307]
182296,Foundations of Law and Governance Teaching period TS-D-5A 2016 [182296] - Foundations of Law and Governance[LAWS5227]
182299,Advanced Evidence and Proof Teaching period TS-D-5C Law - Faculty 2016 [182299] - Advanced Evidence and Proof[LAWS3327]
182303,Unjust Enrichment and Restitution Teaching period TS-D-5D Law - Faculty 2016 [182303] - Unjust Enrichment and Restitution[LAWS5528]
182306,Advanced Australian International Taxation Teaching period TS-D-5E Law - Faculty 2016 [182306] - Advanced Australian International Taxation[LAWS5237]
182307,Legal Issues for Not-for-Profit Entities Teaching period TS-D-5F Law - Faculty 2016 [182307] - Legal Issues for Not-for-Profit Entities[LAWS3313]
182311,Strategic Management Teaching period TS-E-1 UWA Business School - Faculty 2016 [182311] - Strategic Management[MGMT5700]
182312,Social Impact: Entrepreneurs and Social Innovation Teaching period TS-E-2 UWA Business School - Faculty 2016 [182312] - Social Impact: Entrepreneurs and Social Innovation[MGMT5516]
182316,Strategic Corporate Finance Teaching period TS-E-4 2016 [182316] - Strategic Corporate Finance[FINA5602]
182317,International Study Program Teaching period TS-E-5 2016 [182317] - International Study Program[MGMT5618]
182318,Negotiation and Dispute Resolution Teaching period TS-E-5A UWA Business School - Faculty 2016 [182318] - Negotiation and Dispute Resolution[EMPL5514]
182319,Leadership for Social Impact Teaching period TS-E-6 UWA Business School - Faculty 2016 [182319] - Leadership for Social Impact[MGMT5517]
182325,Mineral Exploration Data Analysis Teaching period TS-H-1D Science - Earth and Environment 2016 [182325] - Mineral Exploration Data Analysis[MING5505]
182331,Health Education Teaching period TS-H-1H Science - Sport Science, Exercise and Health 2016 [182331] - Health Education[SSEH5491]
182337,Analytical Techniques for the Geosciences TS-H-2D 2016 [182337] - Analytical Techniques for the Geosciences [GEOS5507]
182340,Field Studies in Zoology Teaching period TS-H-2F Science - Animal Biology 2016 [182340] - Field Studies in Zoology[ANIM2209]
182345,Physical Education Curriculum II Teaching period TS-H-3D 2016 [182345] - Physical Education Curriculum II[SSEH5474]
182346,Health Promotion in the Schools Teaching period TS-H-3D 2016 [182346] - Health Promotion in the Schools[SSEH5492]
182350,Vertebrate Development Teaching period TS-H-3G Science - Animal Biology 2016 [182350] - Vertebrate Development[ANIM5501]
182365,Developmental Practice Teaching period TS-J-1 2016 [182365] - Developmental Practice[SWSP5630]
182384,SWSP5632 33343 2016 [182384] - Organisational Practice and Law[SWSP5632]
182385,Counselling and Ethics Teaching period TS-J-4 2016 [182385] - Counselling and Ethics[SWSP5633]
182386,SWSP5635 33343 2016 [182386] - Organisational Practice, Law and Research[SWSP5635]
182389,CIVL5503 33349 2016 [182389] - Underground Construction[CIVL5503]
182392,OGEG5810 33349 2016 [182392] - The Hydrocarbon Economy[OGEG5810]
182397,CIVL5504 33353 2016 [182397] - Offshore Geomechanics[CIVL5504]
182399,ELEC4402 33353 2016 [182399] - ELEC4402 Communications Systems [ELEC4402]
182400,Wastewater Treatment and Reuse Teaching period TS-L-3 2016 [182400] - Water Resources: Supply, Treatment and Reuse[ENVE5502]
182402,Combustion Science and Technology Teaching period TS-L-4 2016 [182402] - Combustion Science and Technology[CHPR5520]
182407,Mining Law Teaching period TS-N-1C Law - Faculty 2016 [182407] - Mining Law[LAWS5517]
182415,Negotiation and Mediation Teaching period TS-N-5 Law - Faculty 2016 [182415] - Negotiation and Mediation[LAWS5158]
182499,Project Management TS-Q-2 2016 [182499] - Project Management[MGMT5665]
182526,Audiological Instrumentation Part 1 TS-R-1 2016 [182526] - Audiological Instrumentation Part 1 [PHYL5501]
182545,Business Advisory Project Part 1 Teaching period TS-T-1 2016 [182545] - Business Advisory Project Part 1[BUSN5501]
182546,Organisational Behaviour Teaching period TS-T-1 2016 [182546] - Organisational Behaviour[MGMT5501]
182547,Economic Management and Strategy Teaching period TS-T-2 2016 [182547] - Economic Management and Strategy[ECON5503]
